q01	
q02	d291,d293
q03	d318,d283,d147,d105,d291,d152
q04	d286
q06	d297,d026,d069,d029,d303,d329,d257
q07	d004,d034
q08	d110,d108,d117,d205,d251
q09	d223,d205,d198
q10	d231
q12	
q13	
q14	
q16	d184,d229,d150,d132,d176,d277,d250
q17	d271,d121
q18	d194,d203,d192,d210
q19	d179
q22	
q23	
q24	d129,d240,d221,d282
q25	
q26	
q27	
q28	d136,d174
q29	d037,d046,d294
q32	d025,d031,d139,d254,d090
q34	
q36	d257,d265
q37	d169
q38	
q40	
q41	d174,d150
q42	
q44	d185,d029
q45	d105
q46	d133,d094
